id,review_id,review_title,comment,review_star_rating,author,product_asin,date
10,R1XQCKPFP0KI2Z,Tagry X07 earbuds: a perfect upgrade for an already stellar experience!,"I've been a loyal fan of Tagry's earbuds for a couple of years now, having used their X08s daily. When I got my hands on the Tagry X07 wireless earbuds, I was already expecting a great experience, but what I got was nothing short of extraordinary!  First and foremost, the fit of the X07 earbuds is impeccable. As someone who loves to stay active, I was thrilled to find that these earbuds stay snugly in place even during the most intense running sessions. I no longer have to worry about readjusting them every few minutes, allowing me to fully focus on my workout.  The sound quality of the X07 earbuds is simply outstanding. The audio is crisp, clear, and rich, making every beat and note come to life. Whether I'm listening to my favorite music or tuning into podcasts, the immersive sound experience enhances every moment.  One of the standout features for me is the hands-free calling with the built-in microphone. The call quality is impressive, and I love the convenience of being able to take calls without having to reach for my phone. It's a game-changer for someone who is always on the go.  Moreover, the waterproof feature adds a layer of confidence to my outdoor activities. Whether I'm caught in unexpected Florida rain or sweating it out during a workout, I know my earbuds are well-protected. This durability ensures that the X07 earbuds are a reliable companion for all weather conditions.  Battery life has always been a crucial factor for me, and the X07 earbuds exceeded my expectations. I can use them for hours on end without worrying about running out of charge. This extended battery life is a testament to Tagry's commitment to providing a seamless and uninterrupted user experience.  In summary, Tagry has once again proven why they are a leader in the wireless earbuds market with the X07 model. It's definitely a worthy upgrade, enhancing every aspect of my audio experience. If you're looking for earbuds that offer a secure fit, exceptional sound quality, hands-free calling, and remarkable battery life, the Tagry X07 is the perfect choice. I'm beyond satisfied with my purchase and can't recommend these earbuds enough. Tagry has truly outdone themselves, and I can't wait to see what they come up with next!",5,Stacy M.,B0D7VRMJ9Y,2023-10-27
11,R3UJOPEKOJ2YR1,TAGRY X07 Earbuds Deliver Impressive Sound and Convenience,"The TAGRY X07 wireless earbuds make listening to music on the go a breeze. I was impressed with how quickly and easily they paired with my phone - just open the case and they connect in seconds via Bluetooth 5.3.  These sleek black in-ear earbuds have an ergonomic design that includes stabilizing earhooks to keep them comfortably and securely in place. Even during workouts, they don't budge. The earhooks are flexible and adjust to fit any ear size.  Audio quality is excellent, especially for the price point. The dynamic drivers produce immersive, well-balanced sound with punchy bass and clear mids and highs. Vocals come through crisp and vibrant. Whether I was listening to acoustic folk songs or energetic EDM remixes, the music had great presence.  The intuitive controls make it easy to manage music and calls. With just a few taps on the multifunction button on each earbud, I could play/pause, skip tracks, adjust volume, activate voice assist, and answer/end calls.  Battery life is downright impressive at up to 80 hours of playtime per charge. The case displays the charging status of both earbuds, so you always know how much juice is left. And charging is speedy - just 10 minutes in the case provides 2 hours of playtime. The USB-C port makes it convenient to top up the case.  Overall, the TAGRY X07 earbuds offer tremendous value given their excellent sound, comfort, controls, and battery life. I highly recommend them to anyone seeking reliable wireless earbuds on a budget. They deliver a premium listening experience without the premium price tag.",5,Jesse Trahan,B0D7VRMJ9Y,2023-09-12
12,R2UHP1BE7EZS30,Unleash Your Active Lifestyle!,"TAGRY True Wireless Earphones with Overear Earhook are specifically designed to enhance your workout and running experience. With a range of impressive features, including one-step pairing, dual battery display, long playtime, ergonomic design, and immersive sound, these earphones are a reliable companion for your active lifestyle. In this review, we will dive into the details of these earphones to help you make an informed decision.  The one-step pairing feature of the TAGRY True Wireless Earphones makes connecting them to your device effortless. Simply take them out of the charging case, and they automatically enter pairing mode, ready to be connected. This seamless process saves time and eliminates any frustration associated with complicated pairing procedures.  Additionally, the dual battery display is a convenient feature that allows you to monitor the battery levels of both the earphones and the charging case. This information ensures that you are aware of the remaining power, allowing you to plan your usage accordingly and avoid any unexpected interruptions.  Equipped with Bluetooth 5.3 technology, these earphones offer a fast and stable connection. Whether you're streaming music or taking calls, you can expect a reliable and uninterrupted wireless experience. The advanced Bluetooth technology ensures a strong and consistent signal, allowing you to move freely without worrying about audio dropouts.  With an impressive 80 hours of playtime, the TAGRY True Wireless Earphones are designed to keep up with your active lifestyle. The extended battery life ensures that you can enjoy your favorite music or podcasts without the need for frequent recharging. When it does come time to recharge, the USB-C charging port provides a quick and convenient charging solution, reducing downtime.  The ergonomic design of these earphones, featuring over-ear earhooks, ensures a secure and comfortable fit, even during intense workouts or runs. The earhooks keep the earphones firmly in place, eliminating any concerns about them falling out. The lightweight and flexible design of the earhooks allow for a personalized fit that conforms to the shape of your ears, enhancing both stability and comfort.  The one-button control feature simplifies the operation of these earphones, allowing you to easily adjust volume, skip tracks, answer calls, and activate voice assistants with a single button press. This intuitive control scheme ensures a seamless user experience, keeping you focused on your activities.  In terms of sound quality, the TAGRY True Wireless Earphones deliver immersive and engaging music sound. With well-balanced audio and enhanced bass response, these earphones bring your music to life with impressive clarity and depth. Whether you're listening to your favorite workout playlist or enjoying a podcast, the audio experience is rich and satisfying.  TAGRY True Wireless Earphones with Overear Earhook are a fantastic choice for individuals seeking earphones that cater to their active lifestyle. With features like one-step pairing, dual battery display, long playtime, ergonomic design, one-button control, and immersive sound, these earphones offer a complete package. Whether you're hitting the gym, going for a run, or simply enjoying your favorite music on the go, these earphones provide a reliable and enjoyable listening experience. If you're in search of wireless earphones that can keep up with your active routine, the TAGRY True Wireless Earphones are definitely worth considering.",5,Jennifer,B0D7VRMJ9Y,2023-12-05
13,R26XV2ZVFXC6C9,Value for buck,"In today's fast-paced world, staying active and maintaining a healthy lifestyle is more important than ever. Music has always been an incredible motivator during workouts, and the TAGRY Sport Earbuds are here to enhance your fitness experience. In this review, we will delve into the TAGRY Sport Earbuds and explore their features, sound quality, comfort, battery life, and overall performance.  Design and Comfort (4.5/5):  The TAGRY Sport Earbuds are designed with an active lifestyle in mind. The earbuds are lightweight, making them comfortable to wear during long workouts. They come with multiple ear tips and ear wings to ensure a secure fit, which is crucial for any intense workout session. The earbuds are also sweat-resistant, so you can exercise without worrying about damaging them. The only minor drawback is that they might protrude slightly from your ears, which could be a matter of personal preference.  Sound Quality (4/5):  For sport earbuds, the TAGRY performs exceptionally well. The sound is clear and offers a balanced mix of bass and treble. The bass is punchy, which is perfect for enhancing the rhythm of your workout playlist. While audiophiles might notice some nuances in the sound quality, the majority of users will be more than satisfied with the audio performance. The earbuds also have good passive noise isolation, which is useful in a gym or other noisy environments.  Connectivity and Controls (4.5/5):  The TAGRY Sport Earbuds utilize Bluetooth 5.0 for a stable and efficient connection. Pairing them with your device is a breeze, and once connected, they maintain a reliable signal throughout your workout. The touch-sensitive controls on each earbud allow you to adjust volume, skip tracks, and answer calls with ease. However, some users might find that the touch controls are a bit sensitive, which could lead to accidental commands. Nonetheless, they are intuitive and user-friendly.  Battery Life (4/5):  These earbuds offer a respectable battery life, providing up to 5 hours of playback on a single charge. The charging case can extend this to a total of 20 hours, which should be more than enough for several workouts before needing a recharge. While it may not be the absolute best in terms of battery life, it is certainly competitive and should meet the needs of most users. The case is also compact and easy to carry, making it convenient for those on the go.  Call Quality (3.5/5):  The call quality on the TAGRY Sport Earbuds is decent but not exceptional. While you can hold conversations, the earbuds struggle in noisy environments, which is not uncommon for earbuds in this category. However, for casual calls and quick chats, they perform adequately.  Overall Performance (4/5):  The TAGRY Sport Earbuds are a great choice for individuals who lead an active lifestyle and are looking for affordable wireless earbuds that provide excellent sound quality and a comfortable fit. They are well-suited for various activities, from jogging to weightlifting, thanks to their sweat resistance and secure fit. Additionally, the earbuds are reasonably priced, making them accessible to a wide range of users.  Conclusion:  In conclusion, the TAGRY Sport Earbuds offer a great combination of comfort, sound quality, and connectivity for those who prioritize fitness in their daily lives. While they may not compete with the premium offerings on the market, they are a fantastic option for budget-conscious consumers who desire a reliable and durable workout companion. If you're in search of wireless earbuds that can keep up with your active lifestyle without breaking the bank, the TAGRY Sport Earbuds are definitely worth considering.",5,Sid,B0D7VRMJ9Y,2023-10-22
14,R2KNREZ4XAELBW,Absolutely beautiful results,"This light for my phone has completely transformed my selfie game and taken it to the next level. The adjustable brightness settings make every photo look as if its professionally taken. The light is incredibly flattering, smoothing out skin tones and highlighting features perfectly. It’s compact, easy to attach, and has become a must-have accessory for my phone. For selfies or for creating content, the Larsa light will make you look gorgeous every time. Highly recommend!",5,Placeholder,B0D6NKMVMP,2024-07-07
15,R33KEEDSF9JWGQ,Better than the rest! Not embarrassing to use,This ring light is really better than the other ring lights and gives off a very concentrated light so that you’re not lighting up the whole restaurant when using it. I love it for videos and selfies and also for product photos. Easy to use right from the box. Great accessories.,5,Amazon Customer,B0D6NKMVMP,2024-07-05
16,R33GF82DGM8104,Great product!,"I honestly Thought this was going to be like the rest but it wasn’t. Not only is it sleek in design, the light is actually really BRIGHT! I have used the cheap ones in the past but they do not get as bright and I love the fact that you don’t have to physically take off and  put on a new filter. It also has a mirror on the back!",5,Nia,B0D6NKMVMP,2024-06-25
17,RX2K7RBWSWBK2,A decent little selfie light,I got this to use for tiktok and some other filming. It's pretty bright and adjusts fairly easily. Not bad at all.,4,Melodie Parson,B0D6NKMVMP,2024-07-24
18,RVPFD6GUBJ12T,Perfect light for travel!,This is a great product that I’ve been using daily. Carry case and laptop attachment included. Perfect for work travel as well as the home office!,5,Kelsey V,B0D6NKMVMP,2024-07-08
19,R1X1EHR8PN3EGO,I have to admit,"I have to admit, though I still don’t want to post my picture, that this does make for a better photo of me. I honestly did not believe that lighting would make that much of a difference in a photo, thought I have to admit I have heard fro. T.v. Actors it does. But I seriously did not think it would make me look more photogenic, but I have to admit it did. It is not a blinding, and it doesn’t light up the whole room, it just focuses on the person or persons holding the phone.  It clamps on your phone and it’s as easy as that, or it can screw into a tripod. You can take it with you, albeit it needs to go in the supplied bag so it won’t get scratches on it, but it can very easily be put a purse for selfies at a concert or anywhere you feel the need to take better photos of you and friends.  $30.00 seems like a lot of money to me for a selfie light, but it does do what it sets out to do, which is to make you look good.",5,annette rainville,B0D6NKMVMP,2024-07-11
20,R3T0AM94C0QEJ2,Great Selfie Light,"I recently got my hands on the LED Selfie Light with Clip & Glass Mirror, and let me tell you, it's a game-changer! This little gadget is a must-have for all selfie lovers out there. The LED light is super bright and gives you that perfect lighting for flawless selfies every time. The clip makes it easy to attach to your phone, and the glass mirror is a nice touch for quick touch-ups. I've been using it non-stop since I got it, and I can't imagine taking a selfie without it now.",5,books.with.ariel,B0D6NKMVMP,2024-07-21
21,R4MH29DBGENT9,Great lighting!,"This selfie light has great lighting! You know you will always look amazing in this lighting when you are taking pictures. I just have 2 issues with it - first, the clip for your phone feels very cheap and Im worried it will break quickly. Second, the light itself is pretty heavy so it is heavy in your hand to take the picture with. Overall will work great for the next girls trip I take!",4,Kim in Texas,B0D6NKMVMP,2024-07-18
22,R14QOQCNNYXZAA,This is a very good product. Kudos!,"Hey Reviewers!  The Larsa Selfie Light is Remarkable. It does have 3, well actually 4(mix in all lights) different light fixtures, with high(very high), medium and low lighting. It does work great with my laptop and I have been using it almost every night since receiving the selfie light. I have not use it for my camera yet yall but it does come with two different attachment pieces(one for laptop, and the other piece for your camera and your camera). The best part overall when I say it lasts for hours and no need for charging, I mean it. The Lara light comes with 4 green buttons to show if it needs to be charge, since I had the selfie light I have been using it for over 5-6 hours and 3 more green lights still going strong. Once again, Kudos!",5,Honeysuckle32114,B0D6NKMVMP,2024-07-15
23,R1ALOXMHGLPDRQ,Good,"Easy to use, user-friendly, easy to install, good light and different light mode, easy to charge, easy to store and comes with a bag to store it, my only issue is using the selfie camera on the iPhone, the clip will block it unless you move it to one side or the other Which makes the light not distribute evenly",4,Isabelle,B0D6NKMVMP,2024-07-16
34,R3RORO8CGB2FBU,Incredible!,One of the most well written and insightful books I’ve ever read! Definitely a must read for anyone and everyone.,5,Amazon Customer,B0D9JXR3BH,2024-07-20
35,R11Z8LY65PWXPA,A must read for everyone!,The content is essential. Her writing style is easy and direct. The book is hard to put down.,5,Mike T.,B0D9JXR3BH,2024-07-15
36,R2RYF21RKHVXK0,Well worth reading,"An amazing book full of well researched data with lots of surprising details. I am learning so much and am finding some of the information shocking. I have witnessed racial prejudice in other countries, but in the US it is different. I never understood why, until now.  As a result, I highly recommend this book",5,Dr. Lester Wills,B0D9JXR3BH,2024-06-04
37,R1XZZEZVO3469O,"‘Caste,’ an election and the resonance of racism below the surface of liberal, progressive America","Review: Caste– The Origins of Our Discontents, by Isabel Wilkerson, 2020, 475 pp., Random House, original published at Urbanitus.com  As the razor-edged finale to a presidential election riven by ambiguity reaches its conclusion, one overarching reality will endure in stark clarity: the bi-polar, cultural disease dividing America into two angry and unforgiving camps.  Rivers of words diagnosing the malady are fast becoming analytical torrents. Recrimination and reaction to its implications are beginning and will accelerate. As with the companion pandemic that has overlaid this red and blue-hued socio-political plague, experts and historians will parse the origins for generations to come.  The rest of us, meanwhile, can do something more immediate. We can read Caste – The Origins of Our Discontents by Isabel Wilkerson, a book published just in August that reorders most of the prisms through which conservatives and liberals alike think about America in its 244th year. Even if not intended as such, this work of anthropology, sociology, psychology, political science, philosophy and history is a deep well of insight, a primer even, into the dynamics that animated the just-concluded vote, and that will surely animate its aftermath.  Implicitly, this book is also about cities, the spaces where the global issues of this moment are being most profoundly tested, from climate change to shelter to migration to policing. It is also in cities, from Austin to Amsterdam to Abuja, where we might hope that the twisting kaleidoscope of a fast-urbanizing world will transform the divisions of caste into a mosaic of equality.  On one level, Caste is about race and racism, an exploration of America’s original sin of slavery that haunts us today in virtually all of our institutions. But race and racism both have a predecessor that we need to better understand if we are to effectively confront the stubborn and subtle resonance of racism below the surface of so much of what passes for progressive rhetoric.  How can Austin, for example, be both the most avowedly liberal city in Texas and the most sharply segregated? A large measure of the answer might be found in that predecessor of race and racism, this phenomenon of caste and casteism.  In fact, the absurd concepts of race and racism are effectively creations of caste, argues Wilkerson. With this insight in hand, she builds on other recent work, going deeply and broadly into a larger realm that connects our history to that of the anti-Semitism in the 1930s that led to the Nazi Holocaust, and to the millennia old caste system of India that brutally stratifies that country today. In the process, Caste expands upon the seminal work of other recent efforts such as last year’s Pulitzer-winning 1619 Project of the New York Times Magazine, and the new book revealing the sanitization of the 1950s and 60s civil rights movement, The Sword and the Shield – The Revolutionary Lives of Malcolm X and Martin Luther King Jr. by historian Peniel Joseph.  But Wilkerson also takes her readers backwards to pioneering scholarship in the early 20th Century South by the the Black anthropologist Allison Davis in the 1930s and on to America in the 1940s with the work of Gunnar Myrdal, the Swedish economic sociologist and Nobel laureate who penned the 1944 classic book An American Dilemma: The Negro Problem and Modern Democracy.  Weaving this tapestry of history and globe-spanning research together, Wilkerson delivers her own pioneering illustration of how tribal hatreds weaken and impoverish victim and victimizer alike — along with all bystanders.  ‘None of us are ourselves’  “It was in the making of the New World that Europeans became white, Africans black, and everyone else yellow, red, or brown. It was in the making of the New World that humans were set apart on the basis of what they looked like, identified solely in contrast to one another, and ranked to form a caste system based on a new concept called race. It was in the process of ranking that we were all cast into assigned roles to meet the needs of the larger production,” Wilkerson writes. “None of us are ourselves.”  It’s not that Wilkerson neglects the horrors of slavery, or for that matter Nazi evil or Brahmin brutality and domination. From castration of slaves to President Andrew Jackson’s horseback riding with bridal reins made from Native American flesh, to lynchings continuing well into the 20th Century, there is little horror that escapes Wilkerson’s gaze. But it is the subtler and more pernicious diffusion of caste into our relationships, our rules of engagement with one another – and ultimately our national politics – that make Caste indispensable to understanding our own cultural wars and the deepening collateral damage.  “Americans of today have inherited these distorted rules of engagement whether or not their families had enslaved people or even been in the United States,” Wilkerson writes. “Slavery built the man-made chasm between blacks and whites that forces the middle castes of Asians, Latinos, indigenous people, and new immigrants of African descent to navigate within what began as a bipolar hierarchy.”  Wilkerson takes a vivid example from the March 2018 series of bombings in Austin, Texas that killed two people and injured six over 20 days. The first to die was 39-year-old Anthony House, a project manager living in East Austin, killed after he picked up a package that exploded on his porch. Because House was Black, police initially suspected the case might be drug-related or that House might even have accidentally detonated the bomb himself.  “Based on what we know right now, we have no reason to believe this is anything beyond an isolated incident that took place at this residence and in no way this is linked to a terroristic attack,” then-Interim (now permanent) Police Chief Brian Manley told reporters.  Some ten days later, that theory gave way to presumption of a hate crime when another Black and a Latina resident of East Austin, 17-year-old Draylen Mason and 75-year-old Esperanza Herrera, died as they picked up similarly disguised bombs left on their porches. But it was only after two White men in West Austin triggered a bomb by tripwire and were critically injured six days later, and two days after that when a bomb exploded at a FedEx warehouse, that the investigation began to suspect domestic terrorism. That brought in the help of 500 federal agents and the “police now raced at warp speed,” Wilkerson notes. Ultimately police cornered the 23-year-old suspect, Mark Conditt, who blew himself up as they closed in.  Manley did finally label Conditt a terrorist, but Wilkerson asks, what might have been the outcome if the caste-blinded police had warned the public initially about the threat of randomly dropped packages instead of waiting 10 days?  “People can come to disregard the predicaments facing people deemed beneath them, seeing their misfortunes as having no bearing on their own lives, seeing whatever is happening to them as, say, a black problem, rather than a human problem, unwittingly endangering everyone.”  ‘The dominant caste around which all other castes revolve’  It is this all but hidden taxonomy of rank and status guiding our actions, in ways most of us are scarcely aware of, that is the great choreographer of decision-making in American and other societies, Wilkerson argues of her research that took her to Berlin to understand the rankings of “Aryan purity” in the 1930s and throughout India to examine the workings of India’s intricately complex caste system today.  “A caste system centers the dominant cast as the sun around which all other castes revolve and defines it as the default-setting standard of normalcy, of intellect, of beauty, against which all others are measured, ranked in descending order by the physiological proximity to the dominant caste,” she writes.  This understanding of caste explains why recent immigrants from Africa have reversed the practice of earlier “middle castes,” say Italians or Jews from Eastern Europe, who quickly changed their surnames to assimilate as quickly as possible into the dominate Anglo-Saxon caste;  Binghenheimer becoming Bingham or Rossellini becoming Ross.  Immigrants from Ghana or Grenada cannot so easily join the presumed dominant caste for the obvious reasons of skin color. So they must take pains to isolate themselves from the bottom-rung of African-Americans, maintaining distinctive accents, dress and names, or in some cases even discouraging their children not “to act like African Americans.”  Wilkerson quotes the late and greatly esteemed Indian jurist B.R. Ambedkar, who rose from his Dalit, or “Untouchable,” origins to become the author of India’s constitution and anti-caste campaigner: … “each caste takes its pride and its consolation in the fact that in the scale of castes, it is above some other caste.”  Which, moving toward today’s political reality in America, explains why so many journalists and analysts were, and remain, blindsided by Donald Trump’s support from working class Whites in 2016 and now. And perhaps it is insight into his surprise support in 2020 from some Black males despite support of White supremacists, or the votes for Trump from Latinos in Texas’ Rio Grande Valley despite the wall, the family separations, and the ugly characterizations of migrants.  “The liberal take was that working class whites have been voting against their interest in supporting right-wing oligarchs, but that theory diminishes the agency and caste-oriented principles of the people,” Wilkerson says. “Many voters, in fact, made an assessment of their circumstances and looked beyond immediate short-term benefits and toward, from their perspective, the larger goals of maintaining dominant caste status and their survival long term.”  And while caste may take its largest toll on African Americans, through unending police brutality, biased outcomes in court, and the world’s highest incarceration rates, its insidiousness leaves few untouched. It is in fact the dictates of caste that lock all Americans into the worst health care and basic education systems of any developed nation and a growing chasm of income inequality that rewards 1 percent of Americans with more than all the assets of the entire bottom half.  In short, our caste consciousness has led us to a point where for some a place high in the American caste system has more value than health insurance, a living wage, political instability, protection from a virus, or threats from overseas.  ‘The susceptible group sees itself in the narcissistic leader’  And in a kind of analytical crescendo, Wilkerson brings that dissection of caste right up to what might prove the most durable understanding of the headlines of recent days. For this she turns to the work of Eric Fromm, the late German Jewish psychologist who saw firsthand, and later wrote about, the connection between the pain, anxiety and insecurity of 1920s Weimar Germany and how it fed narcissistic narratives of racial greatness and superiority among the German population that were to nurture and sustain their embrace of a narcissistic leader.  “The right kind of leader can inspire a symbiotic connection that supplants logic,” Wilkerson argues. “The susceptible group sees itself in the narcissistic leader, becomes one with the leader, sees his fortunes and his fate as their own.”  She quotes Fromm himself, who fled the Nazis to the United States and who died in 1980: “The greater the leader, the greater the follower… The narcissism of the leader who is convinced of his greatness, and who has no doubt, is precisely what attracts the narcissism of those who submit to him.”  A single book will hardly resolve the ancient hatreds and divisions of caste and all the destruction they have wrought. A single election, whatever the outcome, will hardly heal the fears and resentments of a dominant caste that have created a society turned against itself. But without the promise of both, as wildfires burn, glaciers melt and cities erupt in violent standoffs, hope for the species seems slight.  “A world without caste,” suggests Wilkerson, “would set everyone free.”",5,David Judson,B0D9JXR3BH,2020-11-16
38,R2ZI2DAQHW05PO,What is still missing,"This is a wonderful book, well-researched and beautifully written. But like all complex statements, it is not comprehensive enough. There are important topics that must be included in order for the author’s claims to be fully  substantiated, and the most important one is the concept of COLOR as the foundation of American untouchability, and the fact that color as the measure of untouchability was introduced, both in India and in America, by the same white Anglo-Saxon forces that established themselves as the superior caste in both continents. The author mentions the Anglo-Saxons only twice, and there is no separate entry for them in the Index. In fact, there is very little research on the fact that this particular group of people, the Anglo-Saxons, seem to have a special animus against people of dark complexions. They are the only ones who discriminate against blacks in both India and America. The Spanish didn’t, the Portuguese didn’t, the Belgians didn’t, the Germans didn’t; only the British Anglos-Saxons did, and with a vengeance. Why? This fact must be researched for the author’s thesis to be conclusively established.  The second item is also a matter of fact. While untouchability did, indeed, exist, it was sometimes violated with impunity. This happened often in India among Christians, and in America, among the white owners who raped their black women slaves and did not feel polluted thereby, nor was their superior status diminished. Some research should be devoted to this fact, for, after all, Thomas Jefferson loved Sally Hemmings and did not considered himself polluted by their relationship.  I arrived in India in 1951, four years after Indian Independence from Britain.  As a foreigner, I would have been untouchable, but the Indian Constitution banned untouchability. I dined with mahârâjas and shook Prime Minister Jawaharlal Nehru’s hand. Ambedkar’s mission was in full force then, but untouchability still reigned in the villages, as it still does, more than seventy years after Gandhiji said, “I’d rather that Hinduism died than that untouchability survived.”",4,Ignacio L. Gotz,B0D9JXR3BH,2024-07-06
